Record Length,1.024000e+03,,          0.00000, -21.78970,
Sample Interval,4.932134e+02,,        493.21338, -22.98970,
Trigger Point,0.000000000000e+00,,        986.42677, -31.38970,
,,,       1479.64015, -38.18970,
,,,       1972.85354, -34.98970,
,,,       2466.06692, -28.58970,
Source,MATH,,       2959.28030, -31.78970,
Vertical Units,dB,,       3452.49369, -36.18970,
Vertical Scale,1.000000e+01,,       3945.70707, -30.98970,
Vertical Offset,0.000000e+00,,       4438.92045, -29.78970,
Horizontal Units,Hz,,       4932.13384, -33.78970,
Horizontal Scale,5.050505e+04,,       5425.34722, -44.98970,
Pt Fmt,Y,,       5918.56061, -32.58970,
Yzero,-2.698970e+01,,       6411.77399, -34.18970,
Probe Atten,1.000000e+00,,       6904.98737, -38.98970,
Model Number,TDS2012B,,       7398.20076, -32.98970,
Serial Number,C057260,,       7891.41414, -32.98970,
Firmware Version,FV:v22.01,,       8384.62753, -32.58970,
,,,8877.84091, -32.58970,
,,,9371.05429, -36.58970,
,,,9864.26767, -32.58970,
,,,10357.48105, -32.58970,
,,,10850.69443, -36.58970,
,,,11343.90781, -32.98970,
,,,11837.12119, -32.18970,
,,,12330.33457, -36.18970,
,,,12823.54795, -36.18970,
,,,13316.76133, -42.98970,
,,,13809.97471, -37.38970,
,,,14303.18809, -39.78970,
,,,14796.40147, -32.58970,
,,,15289.61485, -37.38970,
,,,15782.82823, -35.38970,
,,,16276.04161, -40.58970,
,,,16769.25499, -30.18970,
,,,17262.46837, -26.98970,
,,,17755.68175, -26.98970,
,,,18248.89513, -32.58970,
,,,18742.10851, -41.38970,
,,,19235.32189, -36.98970,
,,,19728.53527, -52.98970,
,,,20221.74865, -34.18970,
,,,20714.96203, -34.98970,
,,,21208.17541, -48.18970,
,,,21701.38879, -34.58970,
,,,22194.60217, -32.18970,
,,,22687.81555, -33.78970,
,,,23181.02893, -32.58970,
,,,23674.24231, -28.98970,
,,,24167.45569, -26.18970,
,,,24660.66907, -28.98970,
,,,25153.88245, -38.98970,
,,,25647.09583, -28.98970,
,,,26140.30921, -29.38970,
,,,26633.52259, -32.58970,
,,,27126.73597, -36.18970,
,,,27619.94935, -40.58970,
,,,28113.16273, -34.18970,
,,,28606.37611, -39.78970,
,,,29099.58949, -42.18970,
,,,29592.80287, -40.18970,
,,,30086.01625, -35.38970,
,,,30579.22963, -38.98970,
,,,31072.44301, -41.38970,
,,,31565.65639, -39.38970,
,,,32058.86977, -30.98970,
,,,32552.08315, -27.78970,
,,,33045.29653, -32.98970,
,,,33538.50991, -38.18970,
,,,34031.72329, -36.58970,
,,,34524.93667, -37.78970,
,,,35018.15005, -38.98970,
,,,35511.36343, -35.38970,
,,,36004.57681, -33.38970,
,,,36497.79019, -40.98970,
,,,36991.00357, -37.78970,
,,,37484.21695, -38.98970,
,,,37977.43033, -40.58970,
,,,38470.64371, -51.38970,
,,,38963.85709, -40.98970,
,,,39457.07047, -35.38970,
,,,39950.28385, -35.78970,
,,,40443.49723, -40.18970,
,,,40936.71061, -38.98970,
,,,41429.92399, -37.38970,
,,,41923.13737, -31.78970,
,,,42416.35075, -28.18970,
,,,42909.56413, -27.38970,
,,,43402.77751, -27.38970,
,,,43895.99089, -30.58970,
,,,44389.20427, -38.98970,
,,,44882.41765, -52.18970,
,,,45375.63103, -42.98970,
,,,45868.84441, -32.18970,
,,,46362.05779, -38.58970,
,,,46855.27117, -53.38970,
,,,47348.48455, -42.18970,
,,,47841.69793, -46.98970,
,,,48334.91131, -59.78970,
,,,48828.12469, -34.18970,
,,,49321.33807, -27.38970,
,,,49814.55145, -30.18970,
,,,50307.76483, -56.18970,
,,,50800.97821, -37.78970,
,,,51294.19159, -35.38970,
,,,51787.40497, -32.18970,
,,,52280.61835, -39.38970,
,,,52773.83173, -48.18970,
,,,53267.04511, -40.18970,
,,,53760.25849, -34.98970,
,,,54253.47187, -38.18970,
,,,54746.68525, -26.98970,
,,,55239.89863, -27.78970,
,,,55733.11201, -34.58970,
,,,56226.32539, -36.18970,
,,,56719.53877, -32.18970,
,,,57212.75215, -40.58970,
,,,57705.96553, -31.78970,
,,,58199.17891, -32.98970,
,,,58692.39229, -32.98970,
,,,59185.60567, -34.58970,
,,,59678.81905, -33.78970,
,,,60172.03243, -33.38970,
,,,60665.24581, -32.58970,
,,,61158.45919, -33.38970,
,,,61651.67257, -43.78970,
,,,62144.88595, -37.78970,
,,,62638.09933, -36.98970,
,,,63131.31271, -32.18970,
,,,63624.52609, -29.78970,
,,,64117.73947, -51.78970,
,,,64610.95285, -30.18970,
,,,65104.16623, -28.98970,
,,,65597.37961, -27.38970,
,,,66090.59299, -36.18970,
,,,66583.80637, -36.98970,
,,,67077.01975, -31.38970,
,,,67570.23313, -39.38970,
,,,68063.44651, -42.98970,
,,,68556.65989, -40.18970,
,,,69049.87327, -33.38970,
,,,69543.08665, -30.58970,
,,,70036.30003, -28.58970,
,,,70529.51341, -27.78970,
,,,71022.72679, -41.38970,
,,,71515.94017, -30.18970,
,,,72009.15355, -28.98970,
,,,72502.36693, -32.98970,
,,,72995.58031, -33.38970,
,,,73488.79369, -31.78970,
,,,73982.00707, -35.78970,
,,,74475.22045, -31.38970,
,,,74968.43383, -28.58970,
,,,75461.64721, -28.18970,
,,,75954.86059, -26.58970,
,,,76448.07397, -30.58970,
,,,76941.28735, -45.38970,
,,,77434.50073, -32.98970,
,,,77927.71411, -34.18970,
,,,78420.92749, -27.78970,
,,,78914.14087, -26.18970,
,,,79407.35425, -29.78970,
,,,79900.56763, -31.38970,
,,,80393.78101, -32.58970,
,,,80886.99439, -35.78970,
,,,81380.20777, -32.98970,
,,,81873.42115, -32.18970,
,,,82366.63453, -32.98970,
,,,82859.84791, -32.58970,
,,,83353.06129, -33.78970,
,,,83846.27467, -28.98970,
,,,84339.48805, -28.58970,
,,,84832.70143, -36.18970,
,,,85325.91481, -32.58970,
,,,85819.12819, -40.98970,
,,,86312.34157, -33.38970,
,,,86805.55495, -36.18970,
,,,87298.76833, -31.38970,
,,,87791.98171, -27.78970,
,,,88285.19509, -33.78970,
,,,88778.40847, -37.38970,
,,,89271.62185, -32.98970,
,,,89764.83523, -39.38970,
,,,90258.04861, -36.58970,
,,,90751.26199, -27.78970,
,,,91244.47537, -27.38970,
,,,91737.68875, -38.98970,
,,,92230.90213, -48.98970,
,,,92724.11551, -36.18970,
,,,93217.32889, -31.38970,
,,,93710.54227, -29.78970,
,,,94203.75565, -30.98970,
,,,94696.96903, -32.18970,
,,,95190.18241, -57.78970,
,,,95683.39579, -33.38970,
,,,96176.60917, -31.38970,
,,,96669.82255, -35.78970,
,,,97163.03593, -37.78970,
,,,97656.24931, -37.38970,
,,,98149.46269, -38.18970,
,,,98642.67607, -30.18970,
,,,99135.88945, -28.18970,
,,,99629.10283, -30.18970,
,,,100122.31621, -41.78970,
,,,100615.52959, -42.18970,
,,,101108.74297, -39.38970,
,,,101601.95635, -36.98970,
,,,102095.16973, -34.98970,
,,,102588.38311, -36.18970,
,,,103081.59649, -34.18970,
,,,103574.80987, -33.78970,
,,,104068.02325, -48.18970,
,,,104561.23663, -31.38970,
,,,105054.45001, -30.58970,
,,,105547.66339, -35.38970,
,,,106040.87677, -37.78970,
,,,106534.09015, -36.98970,
,,,107027.30353, -48.18970,
,,,107520.51691, -34.98970,
,,,108013.73029, -35.38970,
,,,108506.94367, -41.78970,
,,,109000.15705, -46.98970,
,,,109493.37043, -41.78970,
,,,109986.58381, -35.38970,
,,,110479.79719, -46.58970,
,,,110973.01057, -36.18970,
,,,111466.22395, -38.18970,
,,,111959.43733, -33.38970,
,,,112452.65071, -30.58970,
,,,112945.86409, -36.98970,
,,,113439.07747, -32.58970,
,,,113932.29085, -36.18970,
,,,114425.50423, -32.98970,
,,,114918.71761, -31.78970,
,,,115411.93099, -32.18970,
,,,115905.14437, -30.98970,
,,,116398.35775, -28.98970,
,,,116891.57113, -31.38970,
,,,117384.78451, -35.78970,
,,,117877.99789, -38.58970,
,,,118371.21127, -36.18970,
,,,118864.42465, -31.38970,
,,,119357.63803, -36.58970,
,,,119850.85141, -32.98970,
,,,120344.06479, -33.78970,
,,,120837.27817, -31.78970,
,,,121330.49155, -34.58970,
,,,121823.70493, -33.78970,
,,,122316.91831, -31.78970,
,,,122810.13169, -36.18970,
,,,123303.34507, -32.98970,
,,,123796.55845, -33.38970,
,,,124289.77183, -28.58970,
,,,124782.98521, -34.58970,
,,,125276.19859, -42.58970,
,,,125769.41197, -36.18970,
,,,126262.62535, -42.98970,
,,,126755.83873, -32.98970,
,,,127249.05211, -40.18970,
,,,127742.26549, -39.38970,
,,,128235.47887, -46.58970,
,,,128728.69225, -40.98970,
,,,129221.90563, -32.58970,
,,,129715.11901, -30.58970,
,,,130208.33239, -30.98970,
,,,130701.54577, -31.78970,
,,,131194.75915, -30.18970,
,,,131687.97253, -32.98970,
,,,132181.18591, -43.38970,
,,,132674.39929, -48.58970,
,,,133167.61267, -31.78970,
,,,133660.82605, -33.38970,
,,,134154.03943, -39.78970,
,,,134647.25281, -40.18970,
,,,135140.46619, -36.18970,
,,,135633.67957, -36.58970,
,,,136126.89295, -37.38970,
,,,136620.10633, -40.58970,
,,,137113.31971, -34.18970,
,,,137606.53309, -32.98970,
,,,138099.74647, -42.18970,
,,,138592.95985, -48.18970,
,,,139086.17323, -48.98970,
,,,139579.38661, -44.18970,
,,,140072.59999, -35.78970,
,,,140565.81337, -33.78970,
,,,141059.02675, -29.78970,
,,,141552.24013, -32.98970,
,,,142045.45351, -39.78970,
,,,142538.66689, -44.58970,
,,,143031.88027, -48.18970,
,,,143525.09365, -40.58970,
,,,144018.30703, -47.78970,
,,,144511.52041, -39.38970,
,,,145004.73379, -41.38970,
,,,145497.94717, -37.78970,
,,,145991.16055, -42.98970,
,,,146484.37393, -30.98970,
,,,146977.58731, -30.18970,
,,,147470.80069, -39.78970,
,,,147964.01407, -39.78970,
,,,148457.22745, -36.58970,
,,,148950.44083, -30.98970,
,,,149443.65421, -35.38970,
,,,149936.86759, -49.38970,
,,,150430.08097, -36.98970,
,,,150923.29435, -38.98970,
,,,151416.50773, -34.58970,
,,,151909.72111, -30.98970,
,,,152402.93449, -34.18970,
,,,152896.14787, -37.38970,
,,,153389.36125, -32.18970,
,,,153882.57463, -34.18970,
,,,154375.78801, -38.18970,
,,,154869.00139, -38.98970,
,,,155362.21477, -29.78970,
,,,155855.42815, -30.98970,
,,,156348.64153, -33.78970,
,,,156841.85491, -32.18970,
,,,157335.06829, -32.18970,
,,,157828.28167, -33.78970,
,,,158321.49505, -40.58970,
,,,158814.70843, -41.78970,
,,,159307.92181, -43.38970,
,,,159801.13519, -44.18970,
,,,160294.34857, -30.58970,
,,,160787.56195, -27.38970,
,,,161280.77533, -34.58970,
,,,161773.98871, -32.98970,
,,,162267.20209, -29.38970,
,,,162760.41547, -33.38970,
,,,163253.62885, -43.78970,
,,,163746.84223, -42.98970,
,,,164240.05561, -29.38970,
,,,164733.26899, -25.78970,
,,,165226.48237, -29.38970,
,,,165719.69575, -32.58970,
,,,166212.90913, -32.18970,
,,,166706.12251, -28.18970,
,,,167199.33589, -27.38970,
,,,167692.54927, -31.38970,
,,,168185.76265, -36.18970,
,,,168678.97603, -31.38970,
,,,169172.18941, -28.98970,
,,,169665.40279, -32.98970,
,,,170158.61617, -34.98970,
,,,170651.82955, -32.58970,
,,,171145.04293, -42.98970,
,,,171638.25631, -32.58970,
,,,172131.46969, -32.18970,
,,,172624.68307, -40.58970,
,,,173117.89645, -36.58970,
,,,173611.10983, -39.38970,
,,,174104.32321, -40.58970,
,,,174597.53659, -36.18970,
,,,175090.74997, -44.18970,
,,,175583.96335, -36.98970,
,,,176077.17673, -35.78970,
,,,176570.39011, -40.98970,
,,,177063.60349, -37.78970,
,,,177556.81687, -36.98970,
,,,178050.03025, -44.98970,
,,,178543.24363, -34.18970,
,,,179036.45701, -40.58970,
,,,179529.67039, -40.98970,
,,,180022.88377, -34.58970,
,,,180516.09715, -45.78970,
,,,181009.31053, -36.18970,
,,,181502.52391, -31.78970,
,,,181995.73729, -28.98970,
,,,182488.95067, -28.98970,
,,,182982.16405, -32.58970,
,,,183475.37743, -42.18970,
,,,183968.59081, -44.98970,
,,,184461.80419, -45.78970,
,,,184955.01757, -42.18970,
,,,185448.23095, -42.18970,
,,,185941.44433, -41.78970,
,,,186434.65771, -36.58970,
,,,186927.87109, -33.78970,
,,,187421.08447, -43.38970,
,,,187914.29785, -47.78970,
,,,188407.51123, -46.18970,
,,,188900.72461, -37.78970,
,,,189393.93799, -30.18970,
,,,189887.15137, -30.98970,
,,,190380.36475, -34.18970,
,,,190873.57813, -36.18970,
,,,191366.79151, -42.18970,
,,,191860.00489, -35.78970,
,,,192353.21827, -53.78970,
,,,192846.43165, -40.98970,
,,,193339.64503, -47.78970,
,,,193832.85841, -32.18970,
,,,194326.07179, -28.98970,
,,,194819.28517, -42.98970,
,,,195312.49855, -30.58970,
,,,195805.71193, -34.98970,
,,,196298.92531, -32.58970,
,,,196792.13869, -66.98970,
,,,197285.35207, -35.38970,
,,,197778.56545, -35.78970,
,,,198271.77883, -35.78970,
,,,198764.99221, -30.58970,
,,,199258.20559, -36.98970,
,,,199751.41897, -37.38970,
,,,200244.63235, -35.38970,
,,,200737.84573, -31.38970,
,,,201231.05911, -28.58970,
,,,201724.27249, -36.58970,
,,,202217.48587, -40.98970,
,,,202710.69925, -40.18970,
,,,203203.91263, -30.98970,
,,,203697.12601, -28.58970,
,,,204190.33939, -28.98970,
,,,204683.55277, -34.18970,
,,,205176.76615, -43.78970,
,,,205669.97953, -36.58970,
,,,206163.19291, -42.98970,
,,,206656.40629, -36.18970,
,,,207149.61967, -46.98970,
,,,207642.83305, -36.98970,
,,,208136.04643, -29.38970,
,,,208629.25981, -31.38970,
,,,209122.47319, -36.58970,
,,,209615.68657, -30.58970,
,,,210108.89995, -26.98970,
,,,210602.11333, -28.58970,
,,,211095.32671, -32.98970,
,,,211588.54009, -35.38970,
,,,212081.75347, -40.58970,
,,,212574.96685, -36.58970,
,,,213068.18023, -37.38970,
,,,213561.39361, -34.18970,
,,,214054.60699, -37.78970,
,,,214547.82037, -33.78970,
,,,215041.03375, -34.98970,
,,,215534.24713, -32.98970,
,,,216027.46051, -29.78970,
,,,216520.67389, -28.58970,
,,,217013.88727, -41.78970,
,,,217507.10065, -36.18970,
,,,218000.31403, -33.38970,
,,,218493.52741, -37.38970,
,,,218986.74079, -43.38970,
,,,219479.95417, -36.18970,
,,,219973.16755, -34.98970,
,,,220466.38093, -42.98970,
,,,220959.59431, -37.78970,
,,,221452.80769, -55.78970,
,,,221946.02107, -42.98970,
,,,222439.23445, -51.78970,
,,,222932.44783, -48.18970,
,,,223425.66121, -50.58970,
,,,223918.87459, -38.98970,
,,,224412.08797, -32.98970,
,,,224905.30135, -37.38970,
,,,225398.51473, -40.18970,
,,,225891.72811, -31.38970,
,,,226384.94149, -28.18970,
,,,226878.15487, -34.18970,
,,,227371.36825, -37.38970,
,,,227864.58163, -33.38970,
,,,228357.79501, -40.18970,
,,,228851.00839, -38.58970,
,,,229344.22177, -36.98970,
,,,229837.43515, -39.38970,
,,,230330.64853, -36.58970,
,,,230823.86191, -38.98970,
,,,231317.07529, -36.98970,
,,,231810.28867, -40.18970,
,,,232303.50205, -36.18970,
,,,232796.71543, -32.18970,
,,,233289.92881, -34.58970,
,,,233783.14219, -36.58970,
,,,234276.35557, -33.38970,
,,,234769.56895, -27.38970,
,,,235262.78233, -28.98970,
,,,235755.99571, -36.58970,
,,,236249.20909, -44.18970,
,,,236742.42247, -37.78970,
,,,237235.63585, -38.58970,
,,,237728.84923, -48.18970,
,,,238222.06261, -35.78970,
,,,238715.27599, -40.18970,
,,,239208.48937, -34.58970,
,,,239701.70275, -36.98970,
,,,240194.91613, -39.38970,
,,,240688.12951, -44.18970,
,,,241181.34289, -49.38970,
,,,241674.55627, -39.78970,
,,,242167.76965, -37.38970,
,,,242660.98303, -37.38970,
,,,243154.19641, -40.98970,
,,,243647.40979, -51.38970,
,,,244140.62317, -35.78970,
,,,244633.83655, -33.38970,
,,,245127.04993, -44.18970,
,,,245620.26331, -40.58970,
,,,246113.47669, -30.58970,
,,,246606.69007, -28.18970,
,,,247099.90345, -36.58970,
,,,247593.11683, -36.58970,
,,,248086.33021, -34.18970,
,,,248579.54359, -42.18970,
,,,249072.75697, -29.38970,
,,,249565.97035, -30.98970,
,,,250059.18373, -35.78970,
